ball,1,29.5,Zimbabwe,CK Coventry,S Matsikenyeri,Enamul Haque jnr,0,0,,,,,,,
ball,1,29.6,Zimbabwe,CK Coventry,S Matsikenyeri,Enamul Haque jnr,1,0,,,,,,,
ball,1,29.7,Zimbabwe,S Matsikenyeri,CK Coventry,Enamul Haque jnr,0,0,,,,,,,
ball,1,30.1,Zimbabwe,CK Coventry,S Matsikenyeri,Shakib Al Hasan,2,0,,,,,,,
ball,1,30.2,Zimbabwe,CK Coventry,S Matsikenyeri,Shakib Al Hasan,1,0,,,,,,,
ball,1,30.3,Zimbabwe,S Matsikenyeri,CK Coventry,Shakib Al Hasan,0,0,,,,,,,
ball,1,30.4,Zimbabwe,S Matsikenyeri,CK Coventry,Shakib Al Hasan,1,0,,,,,,,
ball,1,30.5,Zimbabwe,CK Coventry,S Matsikenyeri,Shakib Al Hasan,0,0,,,,,,,
ball,1,30.6,Zimbabwe,CK Coventry,S Matsikenyeri,Shakib Al Hasan,1,0,,,,,,,
ball,1,31.1,Zimbabwe,CK Coventry,S Matsikenyeri,Mahmudullah,1,0,,,,,,,
ball,1,31.2,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,31.3,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,1,1,,,,,,
ball,1,31.4,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,31.5,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,0,0,,,,,,,
ball,1,31.6,Zimbabwe,S Matsikenyeri,CK Coventry,Mahmudullah,1,0,,,,,,,
ball,1,31.7,Zimbabwe,CK Coventry,S Matsikenyeri,Mahmudullah,4,0,,,,,,,
ball,1,32.1,Zimbabwe,S Matsikenyeri,CK Coventry,Mohammad Ashraful,1,0,,,,,,,
ball,1,32.2,Zimbabwe,CK Coventry,S Matsikenyeri,Mohammad Ashraful,1,0,,,,,,,
ball,1,32.3,Zimbabwe,S Matsikenyeri,CK Coventry,Mohammad Ashraful,0,0,,,,,,,
ball,1,32.4,Zimbabwe,S Matsikenyeri,CK Coventry,Mohammad Ashraful,1,0,,,,,,,
ball,1,32.5,Zimbabwe,CK Coventry,S Matsikenyeri,Mohammad Ashraful,0,0,,,,,,,
